fund_name,Company,company_geography,sector_level_3,record_date,nav_at_rd,investment_date,at_entry_ev,at_entry_ebidta,at_rd_ev,at_rd_ebidta
Fund II,Company 29,United States of America,Health Care Providers & Services,30/06/2021,33.92213165,01/08/2015,235.84,27.17,1636.56,265.92
Fund II,Company 29,United States of America,Health Care Providers & Services,31/03/2021,26.505,01/08/2015,235.84,27.17,1636.56,209.4
Fund II,Company 29,United States of America,Health Care Providers & Services,31/12/2020,19.76,01/08/2015,235.84,27.17,1636.56,155.88
Fund II,Company 29,United States of America,Health Care Providers & Services,30/09/2020,19,01/08/2015,235.84,27.17,573.96,72.72
Fund II,Company 29,United States of America,Health Care Providers & Services,30/09/2019,9.5,01/08/2015,235.84,27.17,573.96,72.72
Fund II,Company 29,United States of America,Health Care Providers & Services,30/09/2018,9.0231741,01/08/2015,235.84,27.17,573.96,72.72
Fund II,Company 30,United States of America,Health Care Providers & Services,31/12/2022,29.0840543,01/10/2018,346.5,17.05,614.52,40.92
Fund II,Company 30,United States of America,Health Care Providers & Services,30/09/2022,24.84116145,01/10/2018,346.5,17.05,542.76,36.24
Fund II,Company 30,United States of America,Health Care Providers & Services,30/06/2022,20.9471865,01/10/2018,346.5,17.05,475.68,31.68
Fund II,Company 30,United States of America,Health Care Providers & Services,31/03/2022,17.15873375,01/10/2018,346.5,17.05,416.52,27.72
Fund II,Company 30,United States of America,Health Care Providers & Services,31/12/2021,15.58024415,01/10/2018,346.5,17.05,395.04,26.28
Fund II,Company 30,United States of America,Health Care Providers & Services,30/09/2021,14.25,01/10/2018,346.5,17.05,373.2,24
Fund II,Company 30,United States of America,Health Care Providers & Services,30/06/2021,11.60233955,01/10/2018,346.5,17.05,330.12,21.96
Fund II,Company 30,United States of America,Health Care Providers & Services,31/03/2021,10.735,01/10/2018,346.5,17.05,320.16,21.12
Fund II,Company 30,United States of America,Health Care Providers & Services,31/12/2020,9.975,01/10/2018,346.5,17.05,310.44,20.4
Fund II,Company 30,United States of America,Health Care Providers & Services,30/09/2020,9.975,01/10/2018,346.5,17.05,307.68,20.64
Fund II,Company 30,United States of America,Health Care Providers & Services,30/09/2019,14.25,01/10/2018,346.5,17.05,383.76,18.36
Fund II,Company 31,United States of America,Health Care Providers & Services,31/12/2020,74.1,01/12/2015,187,19.36,450,54
Fund II,Company 31,United States of America,Health Care Providers & Services,30/09/2020,79.42,01/12/2015,187,19.36,403.56,51.72
Fund II,Company 31,United States of America,Health Care Providers & Services,30/09/2019,63.65,01/12/2015,187,19.36,346.2,35.88
Fund II,Company 31,United States of America,Health Care Providers & Services,30/09/2018,61.37,01/12/2015,187,19.36,316.68,32.64
Fund II,Company 32,United States of America,Professional Services,31/12/2022,47.9167707,01/12/2017,181.5,25.74,334.56,36.48
Fund II,Company 32,United States of America,Professional Services,30/09/2022,47.9167707,01/12/2017,181.5,25.74,336.24,34.2
Fund II,Company 32,United States of America,Professional Services,30/06/2022,47.8987568,01/12/2017,181.5,25.74,331.56,31.56
Fund II,Company 32,United States of America,Professional Services,31/03/2022,54.3213515,01/12/2017,181.5,25.74,355.68,32.64
Fund II,Company 32,United States of America,Professional Services,31/12/2021,54.3213515,01/12/2017,181.5,25.74,361.0068,34.5456
Fund II,Company 32,United States of America,Professional Services,30/09/2021,54.36526145,01/12/2017,181.5,25.74,438.36,40.32
Fund II,Company 32,United States of America,Professional Services,30/06/2021,54.36526145,01/12/2017,181.5,25.74,437.76,42.36
Fund II,Company 32,United States of America,Professional Services,31/03/2021,54.34,01/12/2017,181.5,25.74,437.28,44.4
Fund II,Company 32,United States of America,Professional Services,31/12/2020,54.34,01/12/2017,181.5,25.74,442.92,45.6
Fund II,Company 32,United States of America,Professional Services,30/09/2020,54.34,01/12/2017,181.5,25.74,445.68,45
Fund II,Company 32,United States of America,Professional Services,30/09/2019,49.97,01/12/2017,181.5,25.74,414.96,41.52
Fund II,Company 32,United States of America,Professional Services,30/09/2018,71.06,01/12/2017,181.5,25.74,273.84,32.16
Fund II,Company 33,United States of America,Health Care Providers & Services,31/12/2020,5.13,01/08/2014,130.9,13.53,115.92,9.24
Fund II,Company 33,United States of America,Health Care Providers & Services,30/09/2020,5.13,01/08/2014,130.9,13.53,101.16,11.16
Fund II,Company 33,United States of America,Health Care Providers & Services,30/09/2019,13.87,01/08/2014,130.9,13.53,128.76,15.48
Fund II,Company 33,United States of America,Health Care Providers & Services,30/09/2018,13.87,01/08/2014,130.9,13.53,131.76,12.12
Fund V,Company 34,United States of America,Personal Products,30/09/2023,240.8394657,17/01/2020,341,29.37,530.3600749,42.6
Fund V,Company 34,United States of America,Personal Products,30/06/2023,229.9947521,17/01/2020,341,29.37,516.1940091,37.08
Fund V,Company 34,United States of America,Personal Products,31/12/2022,240.8584457,17/01/2020,341,29.37,521.5048678,43.44
Fund V,Company 34,United States of America,Personal Products,30/09/2022,238.6408721,17/01/2020,341,29.37,516.5681299,42.6
Fund V,Company 34,United States of America,Personal Products,30/06/2022,234.3851248,17/01/2020,341,29.37,499.6089977,42.36
Fund V,Company 34,United States of America,Personal Products,31/03/2022,204.4643789,17/01/2020,341,29.37,460.4533276,39.48
Fund V,Company 34,United States of America,Personal Products,31/12/2021,190.804233,17/01/2020,341,29.39655172,443.1263913,37.44
Fund V,Company 34,United States of America,Personal Products,30/09/2021,166.5001065,17/01/2020,341,29.39655172,412.1642972,33.6
Fund V,Company 34,United States of America,Personal Products,30/06/2021,165.1631924,17/01/2020,341,29.39655172,413.3015381,34.32
Fund V,Company 34,United States of America,Personal Products,31/03/2021,149.5037012,17/01/2020,341,29.39655172,395.6483183,33.48
Fund V,Company 35,United States of America,Professional Services,30/09/2023,86.1181479,03/09/2021,239.8974727,8.36,284.9653269,5.16
Fund V,Company 35,United States of America,Professional Services,31/12/2022,82.34247835,03/09/2021,239.8974727,8.36,265.4603339,9.6
Fund V,Company 35,United States of America,Professional Services,30/09/2022,94.96051515,03/09/2021,239.8974727,8.36,295.8873225,14.52
Fund V,Company 35,United States of America,Professional Services,30/06/2022,101.5023311,03/09/2021,239.8974727,8.36,217.8247427,18.72
Fund V,Company 35,United States of America,Professional Services,31/03/2022,95.17026945,03/09/2021,239.8974727,8.36,209.7302765,18.12
Fund V,Company 35,United States of America,Professional Services,31/12/2021,119.6828905,03/09/2021,239.8974727,8.36,257.8663338,11.64
Fund V,Company 35,United States of America,Professional Services,30/09/2021,119.6828905,03/09/2021,239.8974727,8.36,261.7063338,9.12
Fund V,Company 36,United States of America,Health Care Providers & Services,30/09/2023,171.3193302,01/08/2021,189.1641734,12.1,431.3903149,27
Fund V,Company 36,United States of America,Health Care Providers & Services,30/06/2023,175.4061171,01/08/2021,189.1641734,12.1,426.734778,26.64
Fund V,Company 36,United States of America,Health Care Providers & Services,31/12/2022,134.4029363,01/08/2021,189.1641734,12.1,349.6178873,21.72
Fund V,Company 36,United States of America,Health Care Providers & Services,30/09/2022,117.4985945,01/08/2021,189.1641734,12.1,320.4774868,20.28
Fund V,Company 36,United States of America,Health Care Providers & Services,30/06/2022,108.9784501,01/08/2021,189.1641734,12.1,429.6228343,21.24
Fund V,Company 36,United States of America,Health Care Providers & Services,31/03/2022,118.1360749,01/08/2021,189.1641734,12.1,311.4382007,22.8
Fund V,Company 36,United States of America,Health Care Providers & Services,31/12/2021,117.4985945,01/08/2021,189.1641734,12.1,312.161091,23.16
Fund V,Company 36,United States of America,Health Care Providers & Services,30/09/2021,85.6734833,01/08/2021,189.1641734,12.1,206.3609164,13.2
Fund V,Company 37,United States of America,Metals & Mining,30/09/2023,196.4881913,01/10/2018,440,57.14285714,938.5254797,94.92
Fund V,Company 37,United States of America,Metals & Mining,30/06/2023,195.6646268,01/10/2018,440,57.14285714,939.7261218,97.92
Fund V,Company 37,United States of America,Metals & Mining,31/12/2022,186.8612808,01/10/2018,440,57.14285714,879.9694871,104.88
Fund V,Company 37,United States of America,Metals & Mining,30/09/2022,186.7130238,01/10/2018,440,57.14285714,861.2241728,96.12
Fund V,Company 37,United States of America,Metals & Mining,30/06/2022,185.134119,01/10/2018,440,57.14285714,876.8779853,96.84
Fund V,Company 37,United States of America,Metals & Mining,31/03/2022,135.7763256,01/10/2018,440,57.14285714,721.8752703,70.8
Fund V,Company 37,United States of America,Metals & Mining,31/12/2021,136.2868604,01/10/2018,440,57.14285714,704.0534492,72.96
Fund V,Company 37,United States of America,Metals & Mining,30/09/2021,133.4545351,01/10/2018,440,57.14285714,651.4567388,66.96
Fund V,Company 37,United States of America,Metals & Mining,30/06/2021,128.1125512,01/10/2018,440,57.14285714,632.9257202,62.64
Fund V,Company 37,United States of America,Metals & Mining,31/03/2021,130.9829154,01/10/2018,440,57.14285714,747.6493142,56.4
Fund V,Company 37,United States of America,Metals & Mining,31/12/2020,135.5373892,01/10/2018,440,57.14285714,746.6826353,58.2
Fund V,Company 37,United States of America,Metals & Mining,30/09/2020,132.6428171,01/10/2018,440,57.14285714,740.956854,66.24
Fund V,Company 37,United States of America,Metals & Mining,30/09/2019,89.17432165,01/10/2018,440,57.14285714,455.9528135,55.2
Fund V,Company 38,United States of America,Food & Staples Retailing,30/09/2023,236.2200346,02/12/2018,447.678,43.89,1532.552335,177.36
Fund V,Company 38,United States of America,Food & Staples Retailing,30/06/2023,231.5470853,02/12/2018,447.678,43.89,1541.052481,180.36
Fund V,Company 38,United States of America,Food & Staples Retailing,31/12/2022,235.6878788,02/12/2018,447.678,43.89,1614.127854,183.6
Fund V,Company 38,United States of America,Food & Staples Retailing,30/09/2022,224.5027052,02/12/2018,447.678,43.89,1501.146502,185.52
Fund V,Company 38,United States of America,Food & Staples Retailing,30/06/2022,239.3102716,02/12/2018,447.678,43.89,1621.336599,192.36
Fund V,Company 38,United States of America,Food & Staples Retailing,31/03/2022,391.9254735,02/12/2018,447.678,43.89,1553.970857,210.24
Fund V,Company 38,United States of America,Food & Staples Retailing,31/12/2021,402.0320932,02/12/2018,447.678,43.89,1996.381234,205.56
Fund V,Company 38,United States of America,Food & Staples Retailing,30/09/2021,371.0379945,02/12/2018,447.678,43.89,1786.965284,189.6
Fund V,Company 38,United States of America,Food & Staples Retailing,30/06/2021,367.169452,02/12/2018,447.678,43.89,1623.913862,171.12
Fund V,Company 38,United States of America,Food & Staples Retailing,31/03/2021,284.8961432,02/12/2018,447.678,43.89,1423.699337,167.28
Fund V,Company 38,United States of America,Food & Staples Retailing,31/12/2020,268.8228775,02/12/2018,447.678,43.89,1385.342716,166.08
Fund V,Company 38,United States of America,Food & Staples Retailing,30/09/2020,183.1618421,02/12/2018,447.678,43.89,651.496304,70.92
Fund V,Company 38,United States of America,Food & Staples Retailing,30/09/2019,104.7706655,02/12/2018,447.678,43.89,500.5086653,44.52
Fund V,Company 39,United States of America,Food & Staples Retailing,30/09/2023,142.4831375,03/07/2018,542.52,56.1,879.4452113,78
Fund V,Company 39,United States of America,Food & Staples Retailing,30/06/2023,140.7347974,03/07/2018,542.52,56.1,868.9811042,75.24
Fund V,Company 39,United States of America,Food & Staples Retailing,31/12/2022,124.1915801,03/07/2018,542.52,56.1,846.0878282,71.28
Fund V,Company 39,United States of America,Food & Staples Retailing,30/09/2022,130.1003369,03/07/2018,542.52,56.1,857.2482338,64.68
Fund V,Company 39,United States of America,Food & Staples Retailing,30/06/2022,136.0845446,03/07/2018,542.52,56.1,869.1123634,65.88
Fund V,Company 39,United States of America,Food & Staples Retailing,31/03/2022,137.7715555,03/07/2018,542.52,56.1,866.7946197,69
Fund V,Company 39,United States of America,Food & Staples Retailing,31/12/2021,139.4845604,03/07/2018,542.52,56.1,869.1139521,73.08
Fund V,Company 39,United States of America,Food & Staples Retailing,30/09/2021,143.1904277,03/07/2018,542.52,56.1,870.0224394,71.4
Fund V,Company 39,United States of America,Food & Staples Retailing,30/06/2021,178.8758392,03/07/2018,542.52,56.1,819.5953718,70.2
Fund V,Company 39,United States of America,Food & Staples Retailing,31/03/2021,178.0749512,03/07/2018,542.52,56.1,809.5406113,72.96
Fund V,Company 39,United States of America,Food & Staples Retailing,31/12/2020,167.5970753,03/07/2018,542.52,56.1,791.6720394,72.12
Fund V,Company 39,United States of America,Food & Staples Retailing,30/09/2020,157.2954777,03/07/2018,542.52,56.1,765.3261606,68.52
Fund V,Company 39,United States of America,Food & Staples Retailing,30/09/2019,138.7123111,03/07/2018,542.52,56.1,703.1637851,65.16
Fund V,Company 40,United States of America,Commercial Services & Supplies,30/09/2023,145.4799505,01/08/2023,267.377,24.53,307.4880364,25.8
Fund V,Company 41,United States of America,Construction & Engineering,30/09/2023,218.7646843,16/09/2020,187.5492934,23.54,461.2020139,39.72
Fund V,Company 41,United States of America,Construction & Engineering,30/06/2023,188.2759932,16/09/2020,187.5492934,23.54,408.1817649,35.52
Fund V,Company 41,United States of America,Construction & Engineering,31/12/2022,103.1193812,16/09/2020,187.5492934,23.54,232.4755536,17.76
Fund V,Company 41,United States of America,Construction & Engineering,30/09/2022,82.0707736,16/09/2020,187.5492934,23.54,205.3185527,15.84
Fund V,Company 41,United States of America,Construction & Engineering,30/06/2022,74.0657886,16/09/2020,187.5492934,23.54,191.8315679,15.24
Fund V,Company 41,United States of America,Construction & Engineering,31/03/2022,87.1077363,16/09/2020,187.5492934,23.54,210.1200698,14.04
Fund V,Company 41,United States of America,Construction & Engineering,31/12/2021,88.9235834,16/09/2020,187.5492934,23.54,210.8990606,12.96
Fund V,Company 41,United States of America,Construction & Engineering,30/09/2021,85.5343539,16/09/2020,187.5492934,23.54,207.6156929,14.64
Fund V,Company 41,United States of America,Construction & Engineering,30/06/2021,86.9416497,16/09/2020,187.5492934,23.54,208.2071303,18.24
Fund V,Company 41,United States of America,Construction & Engineering,31/03/2021,92.8004536,16/09/2020,187.5492934,23.54,215.3247587,22.56
Fund V,Company 41,United States of America,Construction & Engineering,31/12/2020,80.63671725,16/09/2020,187.5492934,23.54,204.4545032,25.8
Fund V,Company 41,United States of America,Construction & Engineering,30/09/2020,80.63671725,16/09/2020,187.5492934,23.54,204.5745032,25.68
Fund I,Company 42,United States of America,Software,30/09/2023,4258.324899,22/07/2021,6210.05,248.38,10990.35441,333.12
Fund I,Company 42,United States of America,Software,30/06/2023,4313.87077,22/07/2021,6210.05,248.38,8016.6,333.12
Fund I,Company 42,United States of America,Software,31/03/2023,2836.606068,22/07/2021,6210.05,248.38,8016.6,333.12
Fund I,Company 42,United States of America,Software,31/12/2022,2677.861009,22/07/2021,6210.05,248.38,7661.28,333.12
Fund I,Company 42,United States of America,Software,30/09/2022,2274.965858,22/07/2021,6210.05,248.38,6917.4,300.72
Fund I,Company 42,United States of America,Software,30/06/2022,2484.440936,22/07/2021,6210.05,248.38,7323,298.92
Fund I,Company 42,United States of America,Software,31/03/2022,2294.632507,22/07/2021,6210.05,248.38,6881.88,280.92
Fund I,Company 42,United States of America,Software,31/12/2021,2232.499698,22/07/2021,6210.05,248.38,6823.68,262.44
Fund I,Company 42,United States of America,Software,30/09/2021,2232.499698,22/07/2021,6210.05,248.38,6774,270.96
Fund I,Company 43,United States of America,Software,30/09/2023,872.3853289,16/04/2021,1164.46,43.23,1584.24,70.56
Fund I,Company 43,United States of America,Software,30/06/2023,873.2403295,16/04/2021,1164.46,43.23,1584,68.88
Fund I,Company 43,United States of America,Software,31/03/2023,877.7053301,16/04/2021,1164.46,43.23,1584.48,60.12
Fund I,Company 43,United States of America,Software,31/12/2022,693.6902608,16/04/2021,1164.46,43.23,1340.52,56.28
Fund I,Company 43,United States of America,Software,30/09/2022,865.6403259,16/04/2021,1164.46,43.23,1560.36,59.64
Fund I,Company 43,United States of America,Software,30/06/2022,851.5803219,16/04/2021,1164.46,43.23,1536.72,48.12
Fund I,Company 43,United States of America,Software,31/03/2022,913.9959995,16/04/2021,1164.46,43.23,1614.12,40.8
Fund I,Company 43,United States of America,Software,31/12/2021,858.8948841,16/04/2021,1164.46,43.23,1531.56,35.4
Fund I,Company 43,United States of America,Software,30/09/2021,866.019884,16/04/2021,1164.46,43.23,1531.68,41.64
Fund I,Company 43,United States of America,Software,30/06/2021,679.2507417,16/04/2021,1164.46,43.23,1299.24,41.8044
Fund I,Company 44,United States of America,Software,30/09/2023,1061.435399,03/03/2021,3075.71,225.61,3669.12,233.04
Fund I,Company 44,United States of America,Software,30/06/2023,1108.650418,03/03/2021,3075.71,225.61,3728.16,224.76
Fund I,Company 44,United States of America,Software,31/03/2023,1099.245414,03/03/2021,3075.71,225.61,3745.92,227.04
Fund I,Company 44,United States of America,Software,31/12/2022,928.8153499,03/03/2021,3075.71,225.61,3404.76,227.04
Fund I,Company 44,United States of America,Software,30/09/2022,906.9653419,03/03/2021,3075.71,225.61,2187.84,233.64
Fund I,Company 44,United States of America,Software,30/06/2022,935.9403524,03/03/2021,3075.71,225.61,3434.4,236.88
Fund I,Company 44,United States of America,Software,31/03/2022,855.0009337,01/03/2021,3075.71,225.61,3411.12,235.2
Fund I,Company 44,United States of America,Software,31/12/2021,854.9998845,01/03/2021,3075.71,225.61,3307.8,228.12
Fund I,Company 44,United States of America,Software,30/09/2021,854.9998845,01/03/2021,3075.71,225.61,3280.68,226.2
Fund I,Company 44,United States of America,Software,30/06/2021,855.0009337,01/03/2021,3075.71,225.61,3279.130866,240.48
Fund I,Company 44,United States of America,Software,31/03/2021,855,01/03/2021,3075.71,225.61,3340.32,246.12
Fund I,Company 45,United States of America,Software,30/09/2023,1520.095573,29/10/2021,7501.45,187.22,7722,224.4
Fund I,Company 45,United States of America,Software,30/06/2023,1608.635606,29/10/2021,7501.45,187.22,7915.68,185.28
Fund I,Company 45,United States of America,Software,31/03/2023,1660.885626,29/10/2021,7501.45,187.22,8073.6,284.88
Fund I,Company 45,United States of America,Software,31/12/2022,1487.22556,29/10/2021,7501.45,187.22,7549.8,182.4
Fund I,Company 45,United States of America,Software,30/06/2022,1644.16562,29/10/2021,7501.45,187.22,7472.64,161.4
Fund I,Company 45,United States of America,Software,31/03/2022,1995.002179,01/10/2021,7501.45,187.22,8499.12,168
Fund I,Company 45,United States of America,Software,31/12/2021,1994.99973,01/10/2021,7501.45,58.52,8183.4,63.84
Fund I,Company 46,United States of America,Software,30/09/2023,2644.230996,31/08/2021,12914.55,349.36,15795,682.68
Fund I,Company 46,United States of America,Software,30/06/2023,2568.895968,31/08/2021,12914.55,349.36,15444,637.44
Fund I,Company 46,United States of America,Software,31/03/2023,2572.88597,31/08/2021,12914.55,349.36,15444,628.92
Fund I,Company 46,United States of America,Software,31/12/2022,2321.040874,31/08/2021,12914.55,349.36,14256.84,629.04
Fund I,Company 46,United States of America,Software,30/09/2022,2277.625858,31/08/2021,12914.55,349.36,14146.56,589.44
Fund I,Company 46,United States of America,Software,30/06/2022,2473.420933,31/08/2021,12914.55,349.36,15087.72,533.16
Fund I,Company 46,United States of America,Software,31/03/2022,2232.502438,31/08/2021,12914.55,349.36,14778.12,472.44
Fund I,Company 46,United States of America,Software,31/12/2021,2232.499698,31/08/2021,12914.55,349.36,14338.44,463.68
Fund I,Company 46,United States of America,Software,30/09/2021,2232.499698,31/08/2021,12914.55,349.36,14088.6,398.16
Fund I,Company 47,United States of America,Software,30/09/2023,1958.045738,05/11/2021,2186.58,104.17,3911.88,150.6
Fund I,Company 47,United States of America,Software,30/06/2023,1774.410669,05/11/2021,2186.58,104.17,3611.28,134.4
Fund I,Company 47,United States of America,Software,31/03/2023,1749.045659,05/11/2021,2186.58,104.17,3564,128.64
Fund I,Company 47,United States of America,Software,31/12/2022,1689.955637,05/11/2021,2186.58,104.17,3468.72,108.6
Fund I,Company 47,United States of America,Software,30/09/2022,671.745253,05/11/2021,2186.58,104.17,1880.88,104.52
Fund I,Company 47,United States of America,Software,30/06/2022,797.0503006,05/11/2021,2186.58,104.17,2082.72,100.08
Fund I,Company 47,United States of America,Software,31/03/2022,950.0010374,01/11/2021,2186.58,104.17,2368.8,113.88
Fund I,Company 47,United States of America,Software,31/12/2021,949.9998716,01/11/2021,2186.58,104.17,2384.16,113.64
Fund I,Company 48,United States of America,Software,30/09/2023,2981.386124,22/04/2021,11638.42679,467.4569722,16500,700.44
Fund I,Company 48,United States of America,Software,30/06/2023,2565.665967,22/04/2021,11638.42679,467.4569722,14874.72,665.64
Fund I,Company 48,United States of America,Software,31/03/2023,2551.130961,22/04/2021,11638.42679,467.4569722,14872.8,646.8
Fund I,Company 48,United States of America,Software,31/12/2022,2422.120913,22/04/2021,11638.42679,467.4569722,14391.24,665.28
Fund I,Company 48,United States of America,Software,30/09/2022,2253.78085,22/04/2021,11638.42679,467.4569722,13375.08,636.96
Fund I,Company 48,United States of America,Software,30/06/2022,2520.35095,22/04/2021,11638.42679,467.4569722,14412.12,613.32
Fund I,Company 48,United States of America,Software,31/03/2022,2232.502438,22/04/2021,11638.42679,467.4569722,13832.64,588.6
Fund I,Company 48,United States of America,Software,31/12/2021,2232.499698,22/04/2021,11638.42679,467.4569722,13962.48,549.84
Fund I,Company 48,United States of America,Software,30/09/2021,2232.499698,22/04/2021,11638.42679,467.4569722,13091.4,520.08
Fund I,Company 48,United States of America,Software,30/06/2021,2232.502438,22/04/2021,11638.42679,467.4569722,12801.66,521.16
Fund I,Company 49,United States of America,Software,30/09/2023,1725.39065,05/10/2021,7008.87,278.74,7009.68,360.24
Fund I,Company 49,United States of America,Software,30/06/2023,1668.770629,05/10/2021,7008.87,278.74,6858.48,344.76
Fund I,Company 49,United States of America,Software,31/03/2023,1635.995616,05/10/2021,7008.87,278.74,6766.68,335.88
Fund I,Company 49,United States of America,Software,31/12/2022,1596.095601,05/10/2021,7008.87,278.74,6686.4,334.32
Fund I,Company 49,United States of America,Software,30/09/2022,1713.325646,05/10/2021,7008.87,278.74,6931.32,346.56
Fund I,Company 49,United States of America,Software,30/06/2022,1899.715716,05/10/2021,7008.87,278.74,7356.6,387.36
Fund I,Company 49,United States of America,Software,31/03/2022,2185.002386,01/10/2021,7008.87,278.74,8129.76,338.76
Fund I,Company 49,United States of America,Software,31/12/2021,2184.999705,01/10/2021,7008.87,278.74,8064.6,343.8
Fund I,Company 50,United States of America,Software,30/09/2023,1419.205534,29/07/2021,2851.42,35.64,9343.8,496.08
Fund I,Company 50,United States of America,Software,30/06/2023,1431.84054,29/07/2021,2851.42,35.64,9309,402.96
Fund I,Company 50,United States of America,Software,31/03/2023,1363.345514,29/07/2021,2851.42,35.64,2709.84,88.8
Fund I,Company 50,United States of America,Software,31/12/2022,1363.345514,29/07/2021,2851.42,35.64,2709.84,60.72
Fund I,Company 50,United States of America,Software,30/09/2022,967.4803656,29/07/2021,2851.42,35.64,2216.04,50.16
Fund I,Company 50,United States of America,Software,30/06/2022,1295.040488,29/07/2021,2851.42,35.64,2605.2,38.4
Fund I,Company 50,United States of America,Software,31/03/2022,1733.751893,29/07/2021,2851.42,35.64,3096.84,35.16
Fund I,Company 50,United States of America,Software,30/09/2021,1733.749766,29/07/2021,2851.42,35.64,3111.6,38.88
